"tweet_id","text","likes","retweets"
"213091056894476288","wellian wiranto barclays greek elections close call high risk appetitie valuations attractive","0","0"
"213205204886237185","barclays appoints vivek gupta country head trade finance barclays appoints vivek gupta country head trade finance","0","0"
"213259923784609792","barclays bikes ones","0","0"
"213273739821977600","barclays predicting 2016 enablers place contactless habits seen infra place nfcpayeu barclay smart","0","0"
"213277263016374273","ifwt nba jay z named director brooklyn barclays arena","1","16"
"213291582378606593","jay z another high powered job add resume appointed director barclays center new york","0","0"
"213292413626761217","rt jay z 40 40 club open new location brooklyn barclays center","0","4"
"213292743659753473","trend clubs opening arenas stadiums continues jay z bringing 40 40 club barclays center brooklyn","0","36"
"213297404064186372","rt pic jay z 40 40 club inside barclays center look like","0","0"
"213341914030817280","rt get even jay z 40 40 club barclays center","0","0"
"213345953158148097","linwood barclays newest novel nicola bookshop bridgend indoor market come sells bookworms","0","0"
"213384003854667777","barclays cord cutting isn worth modest savings","0","0"
"213535335127326723","rbs lloyds barclays amongst biggest gainers europe credit moves boe government","0","7"
"213548777351548928","fixtures 2012 13 barclays premier league season published 0900 bst monday 18th june bpl","26","378"
"213552908506107904","fixtures 2012 13 barclays premier league season published 0900 bst monday 18th june","0","0"
"213645426430189568","jay z bringing 40 40 barclays center","0","0"
"213655685701959681","shy ishares barclays stock analysis day trading mentorship","0","0"
"213714699567644672","jay z open 40 40 club brooklyn barclays center jay z open restaurant chain brooklyn n","0","0"
"213757950043492353","sweden england create 3 2 blockbuster fat beard sports euro2012 jasonlacanfora barclays","0","1"
"213890902287073280","overdraft charges rising lloydstsb sure barclays already charge 6 pleasure hopefully end month green","0","0"
"213936540504698882","premiership new fixture list 2012 13 barclays premier league season released online ff fw","0","0"
"214037858116321280","jay z named director barclays center","0","0"
"214285590479388673","gbf ishares barclays stock analysis trading trends","0","0"
"214374656227028992","know jay z 40 40 club open barclays center upscale bar debut september 28","0","2"
"214627965676437505","good morning spurs lodge next season barclays premier league fixtures coming soon","2","21"
"214674905759887360","moves barclays goldman sachs man group","0","0"
"214753221812568064","barclays bank town xx","0","0"
"214793896855736322","wigan first chelsea chelsea start 2012 13 barclays premier league season trip wigan august 18","0","5"
"214831906968178690","liked video fifa12 barclays premier league 2011 12","0","0"
"214833609884962817","magpies opener spurs tottenham travel newcastle opening day 2012 13 barclays premier leagu","0","8"
"214849341091872768","early reds reunion clarke steve clarke west brom begin 2012 13 barclays premier league campaign","0","11"
"214967584322359296","sigurdsson deadline june 30 secure move barclays premier league","0","0"
"215031614575624193","barclays club house accra","0","0"
"215144000926130176","barclays field taking shape fedexcup playoffs near farmingdale ny two golf fou pga golf sc","0","0"
"215155812090380289","premiership barclays premier league released fixture list forthcoming 2012 13 seas ff fw","0","0"
"215233129886134272","rt yep yep jay z bringing 350 seat 40 40 club barclays center come september","0","0"
"215333122106077184","buying home save 200000 pounds barclays e1 news e1 newsbuying home save 200000 pounds","0","0"
"215346489336152064","rt weekend gon na epic although gutted gon na miss thorpe park barclays crew","0","0"
"215462390546964480","barclays hires goldman gattass six latin america barclays plc hired bernardo gattass head la","0","0"
"215479616549289984","barclays bike rave sgangsta","0","0"
"215482405782429699","ok jimmy carr massive hypocrite lampooning barclays tax avoidance loopholes systematically closing soon","0","0"
"215563691364585472","good day brook lopez back weightroom tour barclays center reppin nets yoga times square","0","0"
"215698362110971904","never announce speaker names no idea barclays bt speak today rolling around 0930hrs","0","0"
"215721485279571968","lfc ynwa tough start bring liverpool start 2012 13 barclays premier league season no","0","0"
"215746424640503809","barclays worst bank ever","0","0"
"215772462846197760","another barclays related tweet sitting hour achieved nothing god sake","0","0"
"215772974572253185","ridiculous constantly moaning barclays even frustrating build systems","0","0"
"215777802199367680","barclays lounge last friday wz like","0","0"
"215812925305274368","rt da12ecom barclays chaps says 900k pingit downloads date 1 5m per week p2p transfers","1","2"
"215813881602383872","hi nat based market near barclays","0","0"
"215821938860367872","haha yeah think stuck barclays x","0","0"
"215856764174868480","hope not scheme already costs us money runs loss even barclays money","0","0"
"215861604401692672","thornton holmes fight urge run cover barclays tells investors","0","0"
"215917969329487872","okay morgan stanley gets 3 notch downgrade barclays gets two notch downgrade among 9 banks","0","17"
"215923141799706624","breaking moody neg outlook jp morgan bank america citi morgan stanley goldman sachs rbs barclays hsbc credit agricole","0","61"
"216019554881634304","royal bank scotland barclays hsbc bank america goldman sachs jp morgan downgraded moody","0","1"
"216044346020073472","barclays hires goldman gattass six latin america banking finance","0","0"
"216046820667830272","town hall sydenham road barclays alarm nope going right no longer funny post ma","0","0"
"216109638775607296","credit ratings agency moody downgrades 15 global banks financial institutions including barclays hsbc goldman sachs","0","0"
"216141024748253184","barclays names chief operating officer barclays said friday named investment banking co head","0","0"
"216146070504357888","barclays rejigs investment bank ricci sole boss barclays appointed jerry del missier one two heads","0","0"
"216542410250010625","fastrack begins monday night 1 2 3 b 34th st penn station atlantic ave barclays center info","0","2"
"216561382081036288","shinarambobars make bars wit clay barclays","0","0"
"216601615321415681","barclays advertising new app fast cash transfers called pingit natwest introducing called slingit","1","14"
"216666281640861696","anyone messed around banks natwest barclays midlands lloyds manic street preachers","0","0"
"216944301081509889","wana go barclays bike ridin around london nice hot day","0","3"
"217029713892347905","west ham united barclays premier league 2012 13 face sunderland home 9 22 west ham u 3 miles stratford","0","0"
"217079101813559297","barclays premier league news facebook","0","0"
"217201588069081089","rdwr initiated overweight barclays","0","0"
"217220097520041984","barclays appoints coo responsibilities","0","0"
"217225947403911168","barclays bank generated data proves art market highly psychological social","8","16"
"217385231467020288","barclays commodity investors retreat turning stampede","0","0"
"217402826563911680","yes work barclays wtf","0","0"
"217572981117943808","bbc news still promoting corporate politicians daily digest lies deceit devious manipulation rbs lloyds barclays bribegate","0","0"
"217593123671523328","think barclays contributing alot instructed absa reshuffle operations n strategies rt","0","1"
"217628224258179072","corporate politicians 20 years failure britain skimmed system rbs lloyds barclays bribegate","0","0"
"217639368544882688","checked barclays coffee 8976 tampa ave yelp","0","0"
"217643390869839872","stuart crawford sent 11 naked cuddle payment funds paid barclays pingit account","1","0"
"217669861134958593","came home afternoon discover barclays sent toolbox house warming gift okthen randomorwhat","0","0"
"217694838206898177","silver etp holdings pace strongest month since sept barclays silver exchange traded economy etf asia","0","0"
"217711506396168193","barclays website create pics upload ur choice pic kid","0","0"
"217742980436598784","barclays credit card","0","0"
"217865256981102594","criously no lights office whl barclays plaza building nw wot doz 4 mins hoping wot gt in2 troubl","0","0"
"217929538871640064","barclays settle libor probe banks","0","0"
"217940565722009600","barclays poised settle uk u libor probes ft london reuters barclays poised announce deal w","0","0"
"217958257266929664","barclays reaches deal libor probe barclays struck deal us uk regulators settle probe","0","0"
"217960550833995776","barclays bank pay 360 million u authorities settle lending rate manipulation charges","16","106"
"217960564134117379","barclays fined 59 5m fsa attempting manipulate libor euribor rates","0","1"
"217962238697418754","barclays chief executive bob diamond forgo bonus year bank fined 290m","4","60"
"217962358251864064","details barclays traders emails extraordinary conspiracy deceive move markets boost profit","6","36"
"217962886574772224","barclays 200 million u libor settlement source","7","37"
"217963647207620608","dealbook barclays said pay big penalty regulatory deal","5","17"
"217964125131780096","record 60m fsa fine barclays financial services authority fsa fines barclays bank 59 5m miscond","0","0"
"217964141871247360","barclays fsa fine biggest city regulator ever given","0","0"
"217966369059254273","headlines record 60m fsa fine barclays financial services authority fsa fines barclays follow warren","0","0"
"217967077057757184","barclays pay 454 million settlement regulators alleged manipulation interbank rates","0","8"
"217967262454398976","authorities going start arresting fraudsters barclays banks bankers","0","0"
"217968122265747456","barclays bosses give bonus 452 million fine london reuters barclays said chief executive three executive","0","0"
"217969418339233795","dealbook barclays pay 450 million regulatory deal","0","0"
"217969637227368450","correction barclays pay 454 million settlement regulators alleged manipulation interbank rates","6","75"
"217971024761851904","visit mesopotamia see cultivation bbkmegamilli","0","0"
"217971205087571970","barclays pay 454 million settlement regulators alleged manipulation interbank rates tis","0","0"
"217971553210609665","bbc news barclays fined fsa manipulating key bank rates lt lt bankers always return form","0","0"
"217972484379648000","rt not believe barclays bank lied interest rates regards borrowing ludicrous","0","0"
"217973138665910272","barclays manipulated bank rates barclays bank pays 290m penalties boss bob diamond gives bonus af","0","0"
"217974392779575296","company news barclays manipulated bank rates","0","0"
"217974912852295681","breaking barclays traders fixing inter bank lend rates worth billions upper management say not know stealing money","0","0"
"217975223230803970","barclays manipulated bank rates barclays bank pays 290m penalties boss bob diamond gives bonus","0","0"
"217976927011602432","cftc order says barclays senior mgment directed submitters lower submissions doj agreed not prosecute","0","3"
"217977541967876096","email haunt barclays trader another bank asked barclays rig interest rate reply done big boy","12","176"
"217978955431550978","wait till wakes barclays libor rigging news aloha hawaii","0","1"
"217980264805171203","barclays chief bob diamond gives 2012 bonus 290m fine","0","0"
"217980872975069186","barclays caught predicted months ago city london center world criminality libor","0","1"
"217981124280975360","rare stroke irony latest libor rate tweeted bba 0 90 not worry rang barclays traders get earlier","3","7"
"217981170267332609","little thought barclays abuse leave efficient market hypothesis","3","17"
"217983332770779138","barclays said close libor settlement fsa cftc","0","1"
"217984064823635968","money finance bob diamond gives bonus barclays fined 290m attempting rig money markets","0","0"
"217984885367910400","barclays bike oxford street livingontheedge","0","1"
"217988510806851586","ho ho ho barclays","0","0"
"217988993139216384","way say barclays gt barclays bar clays barclays bark clays barclays bar cliz barclays bar kliz","1","0"
"217989152539541504","barclays hit huge fine lending rate manipulation bob diamond gives year bonus hurt","0","2"
"217989525824208897","barclays libor settlement u uk regulators","0","0"
"217990083670847488","barclays fined 59 5m fsa full report uk financial services authority imposed largest ever pe","0","0"
"217990813584605184","barclays attempted manipulate interest rates","23","109"
"217991350342270977","news update bob diamond barclays done","0","0"
"217993309090619392","hyperlocal leeds barclays fined manipulation barclays bank pays 290m penalties wigan stockport 3","0","0"
"217997943804919810","barclays fined 453 2 million false libor submissions bloomberg","0","0"
"218002482004099072","bbc news barclays fined attempts manipulate key bank rates","0","0"
"218003916489633792","makes wonder barclays took money saudis not bailout fund worried close look books","0","0"
"218004101026430977","news update barclays pay 290m penalties bob diamond forgoes bonus","0","0"
"218004243615981569","everyone hustle look barclays smh","0","0"
"218006508565303297","john mann labour mp tells sky news barclays boss bob diamond forced hand back pay","0","0"
"218010116480450560","labour mp john mann skynews furious barclays bank collusion says nothing bank england fraud central banks","0","1"
"218011017425338368","experimented pingit impressed find slick usable app instant cash transfers colleague easy setup","0","0"
"218011428467113984","barclays falsified stuff hard believe bank high morals didn refuse boycott apartheid thing","0","0"
"218014544147136514","uk rioters imprisoned stealing bottles water barclays bosses slapped wrist manipulation trillion pound markets pm","99","1532"
"218015907987984385","bob diamond boss barcap period fined not not resigned barclays diamond","0","0"
"218018030314192896","yo sickest wheelies barclays bike seen thus far bmxbandit way back","0","0"
"218018277790728192","good see genuine choice banking sector incompetent rbs corrupt barclays","0","0"
"218018294551150593","barclays not careful consider moving overdraft elsewhere parasites","0","0"
"218018302134456320","labour calls possible criminal investigation barclays fine trying manipulate interest rates","17","141"
"218018449744601088","news video 3xsq barclays paying 452 mln fine libor","0","0"
"218020391715737602","barclays diamond bank involved fraud charged resign staff involved","0","0"
"218024484819582977","rt uk rioters imprisoned stealing water barclays bosses slapped wrist manipulation trillion pound markets","6","104"
"218027564499877890","rt no one risks jail barclays mega million fraud jail common scum like us neo feudalism","0","1"
"218029501735641091","rapid city journal barclays pay 450m plus settle libor charges","0","0"
"218030630003417089","phew bonus rest us fired barclays chief gives bonus 290m fine via","0","0"
"218032693294809089","lawyers using words like limitless describe potential legal liability barclays banks face libor fraud suits","0","5"
"218032706188095488","astonishing barclays emails revealed","2","3"
"218033643296264192","barclays done everything short destroying forest moon endor","42","280"
"218036529115828224","lib dem lord oakeshott calls bob diamond quit barclays fined nearly 300 mill interest rate rigging","0","22"
"218036745286070272","protecting corrupt tax evading elite hammering poorest barclays","0","0"
"218038154572218368","local news barclays integrity market","0","0"
"218038934226223106","derivatives traders stupid barclays ones put libor manipulation writing especially dumb lot","0","1"
"218040502677811200","asking money fsa gets barclays fine used cut fees banks pay fsa","0","56"
"218042328185704449","since barclays derivatives traders provably criminals go prison c4news","0","7"
"218042747322515457","considering yesterday barely restrain tweeting barclays suck balls today thrilled 2 hear 290m fine","0","0"
"218043222595866625","barclays chief executive gives bonus not quite agreed paid natwest account","1","42"
"218045304904228864","barclays","3","32"
"218046687946616832","massive fraud corruption barclays bank no arrests no convictions customers shareholders swindled","0","0"
"218048741398159360","barclays fined manipulating interest rates diamond says not take bonus supposed grateful","0","5"
"218049005253439489","cameron take morality barclays manipulation morgage rates also know buck stop","0","0"
"218049955598835713","barclays fined 450m trying manipulate key bank interest rate influences cost loans mortgages","0","1"
"218050678759763968","national news barclays scandal engulfs industry via","0","0"
"218050792010153984","video record fine barclays bank","0","0"
"218051075524149248","not criminal investigation bob diamond barclays law allinittogether","0","13"
"218053718371868672","libor rate critical element financial system barclays manipulated figures contributed setting no one prosecuted","8","174"
"218053841940250624","new definition libor ludicrous information barclays organized reported","0","11"
"218055565149093888","lost barclays lowers libor win plse help","0","0"
"218056810848985088","number crunching cost nhs fecked pfi deals 190mill fine barclays bank fecking deals 290mill","0","0"
"218059910448029697","not osborne treasury withdrawn barclays banking licence massive repeated systemic fraud tories","0","0"
"218060480864985088","ibnd spdr barclays stock analysis","0","0"
"218063697883574274","worse jesus fucking christ barclays received fsa standard 30 percent discount settling early ttp","0","3"
"218065564344655872","bankers capital w nuff said barclays","0","0"
"218070592769884162","look barclays coughed nearly half billion dollars lie bor","1","10"
"218070752426065920","firms complaining interest rate swaps say cases helped barclays judgement interesting fsa set rule friday","0","3"
"218073666611724288","reported barclays plc tower hamlets division metropolitan police","4","54"
"218073983973728256","independent frontpage barclays shamed 290m fine market fixing skypapers","2","10"
"218080017920442368","financial control balance sheet control avp barclays capital new york ny","0","0"
"218083337208729600","daily telegraph frontpage interest rate rigged barclays skypapers","0","13"
"218084145140731905","barclays fined 450 million lending rates barclays subsidiaries pay 453 million news","0","0"
"218087362159325184","vxz barclays bank stock analysis day trading strategies beginners","0","0"
"218088272298119169","heartbroken barclays exec giving 2 7 million bonus not like 250 years salary","0","0"
"218089568346439680","bob diamond hang barclays libor scandal via","0","0"
"218091060914683904","thursday guardian front page barclays fined 290m bid manipulate rates exposed tomorrowspaperstoday","0","4"
"218091830179397634","guardian frontpage barclays fined 290m bid manipulate rates exposed skypapers","0","13"
"218093443887529984","wimbledon wimbledon 2012 barclays criticised token gesture","0","0"
"218095603958292480","bet rbs thought thank f k saw news barclays","0","0"
"218096060185329665","ok newsnight barclays story basically boils bail still screw us","1","36"
"218096153399525377","disgusted barclays banks try local credit union libor","0","0"
"218097364555153408","barclays lying cheating fraud crime spineless fsa protects fraudsters refuses prosecute ukuncut payup occupy ows","1","52"
"218098331249938432","barclays newsnight call public enquiry levenson fraud manipulation wrongdoing british bankers role bba","8","87"
"218098338648698881","watching newsnight bbc1 bad bad bad barclays manipulating libor rates","0","0"
"218098879713918976","rt inadequate barclays response libor scandal reinforces impression bank run 4 benefit bankers","0","2"
"218099169099923456","commodity futures trading commission report us via barclays","0","0"
"218099386524237825","rt barclays fined 295m trying manipulate rates emails ims provide evidence ediscovery","0","1"
"218099508838547457","people planning move natwest barclays changing minds tonight","0","0"
"218099987026935809","rt thx not understand libor done u big boy fraudulent mayb ur email ettiquette criminal","0","0"
"218103743978287104","breaking former barclays boss john varley criminality took place line become bank england boss","0","4"
"218104137999589376","barclays perpetrates gigantic fraud rates drive global market yet nobody gone jail missing something","0","32"
"218104327997358080","fixing inter bank loan rates affects millions home owners britain around world barclays defrauded billions millions","0","3"
"218104994329673730","restore ethos quaker bankering really difficult act integrity barclays","0","7"
"218105309581950977","barclays scandal happened labour government labour regulator using labour rules newsnight","0","1"
"218105925981044737","dear bob diamond barclays please hand resignation immediately fraudulent swine britain","0","7"
"218106010047488000","barclays fined manipulation barclays bank pays 290m penalties boss bob diamond gives bonus tried man","0","0"
"218107025052270592","dealbook barclays pay 450 million regulatory deal british bank struck deal resolve accusa","0","0"
"218108476294049792","rbs rumoured involved libor barclays scandal wonder ever banking cock not involve rbs","0","0"
"218109061617565696","barclays rigged interest rates boris johnson quick blame bob crow tomorrow sic","0","3"
"218111106101673985","interest rate rigged barclays","0","0"
"218114128399695872","bet barclays boss sorry not manage irish bank get bonus pension increments bailouts included vinb","0","3"
"218114201514815489","sportsnews video record fine barclays bank barclays fined nearly 290m british sportsnews","0","0"
"218114537029779456","police not called investigate barclays libor fixing millions obtained fraud publics mortgages","0","0"
"218121579278778368","cbclolx favorite source news good coverage libor probe barclays settlement","0","0"
"218122243115458560","rt uk rioters imprisoned 4 stealing bottles water barclays slapped wrist 4manipulation trillion pound markets liebor","0","3"
"218123718386393088","wrong say barclays manipulation libor implications govt policy dealing recession newsnight","0","0"
"218125714757660672","barclays execs get no criminal charges manipulating global interest rates go jail smoking pot","1","6"
"218203340918620160","barclays one britain biggest banks fined systematically distorting financial data used set interest rates","1","5"
"218212465664729088","lieborbarclays","0","0"
"218215819832852481","fsa report reveals happens 290m fine barclays used reduce fees paid fsa banks r4today","0","13"
"218216404502056960","shouldn bob diamond giving back bonuses years barclays manipulated market not year","4","23"
"218218518041202688","barclays bank fined lying capitalism crisis rich continue get richer poor poorer signofthetimes","0","0"
"218220853979131905","no dude big boy robbed barclays go jail barclays robs robbers get slightly less enormous bonus","8","65"
"218221674833788928","barclays 290 million total fine 10 days profit based first quarter results","14","290"
"218221712012083200","bobs no diamond market rigging barclays another reminder one needed us shameless highly immoral","2","5"
"218223535330574336","barclays thing properly naughty","0","5"
"218226868430700544","banks bad management allowed fail barclays chief exec bob diamond parliament 11 january 2011","6","111"
"218228961874948096","high expectation barclays bob diamond given level reward says former rbs chair sir george mathewson","0","13"
"218229253244850176","give man gun rob bank give man bank rob world right bob barclays teamindie","6","71"
"218230455017803776","barclays top man not taking bonus fine passed fraud massive scale sounds fair badbankers","0","0"
"218232090813140992","imagine getting 290m fine post fill undies unlucky barclays haha","0","0"
"218233472756617216","recapping worst libor emails done big boy emails nailed barclays","1","7"
"218233978942009344","barclays latest scandal shows banks interested making money customers lying consequences","0","1"
"218236188643962880","calls barclays boss resign senior uk politicians calling barclays chief executive bob diamond","0","0"
"218236596540026880","barclays fined attempts manipulate libor rates iceland right idea jail bankers","2","13"
"218237455319564289","calls barclays boss resign senior uk politicians call barclays chief executive bob diamond resign","0","0"
"218239321772261376","barclays screwing years knew reason poor","0","0"
"218241485701787648","barclays scandal natwest crisis make banker bashing olympic sport among politicians","0","1"
"218242033666621440","breaking jimmy carr borrows bob diamond bonus pay tax offshore company insuring barclays fines rigging interest rates","0","6"
"218242595502043137","move money barclays","1","21"
"218242697754980352","barclays scandal breathtaking root people responsible rot stop","0","3"
"218243105055449088","douchebaggery banks continues time barclays banking finance willtheyneverlearn","0","0"
"218243352494211073","barclays given slap wrist massive fraud still long keep jailing pesky benefit scroungers sleep easy eh","0","0"
"218243373474119681","bob diamond staff collectively act culture values shred integrity resign barclays","1","0"
"218245545016303616","today mostly taking piss oldskool buddies barclays already got bollinger ice","0","1"
"218245785215713280","mr diamond shred shame resign barclays board inch backbone get rid","0","0"
"218248092074512385","sky news call barclays boss go 290m fine surely fraud","0","1"
"218248650877435904","yes 60 million barclays fine paid fsa rest goes us authorities","0","10"
"218248964485558272","somewhere edinburgh hear rbs pr team phew seem saying barclays libor liebor","0","0"
"218250315244388352","may simple country parson deals widow mites rather billions hasn barclays management board resigned","3","80"
"218251141316739072","concern get sued sight barclays","0","0"
"218251946644078592","barclays strong core brand values embedded organisation top still fined 300 mil","0","0"
"218252457711644673","love top guys barclays created beano bob diamond rich ricci not wait monty moneybags take","8","180"
"218253974908837890","barclays signed anti prosecution deal regulators protect directors not make stuff tried","6","161"
"218254081549017088","another c k banking industry barclays thinking","0","0"
"218254421266661376","barclays boss issues grovelling apology public gives bonus still receives 1m","0","0"
"218254861857329153","criminal bank regulators sign anti prosecution deal criminal bankers barclays think revelation corruption","0","1"
"218257504113672192","tfl negotiate contact barclays barclays","0","1"
"218257689678061568","good job barclays not benefit claimant charity student teacher nhs 25 pasty really trouble","0","1"
"218258795950903297","barclays read report feel caught contagion barclays new cancer","0","0"
"218258825298460672","bankers deal avoid criminal charges barclays banking conspiracy disgusting","1","2"
"218259655783223298","time remind everyone undeclared losses rbs 18bill hsbc 10b barclays 6 7b schart 3 6bn lloyds 3 6b","1","4"
"218259982934745088","barclays accused dishonesty former chief executive barclays martin taylor tells bbc bank w","0","0"
"218260852971806720","barclays fined 291million lying cheating manipulating prices bob diamond reaction give smaller two bonuses","7","161"
"218261291532423168","allowed spivs ruin barclays bank culture built quakers","0","1"
"218262172365631488","rome burnt barclays boss fiddled","0","0"
"218262177587531776","typed barclays phone changed narcosis hmmm","0","1"
"218262507909939200","pressure builds barclays boss bob diamond noticias","0","0"
"218263065735606272","done big boy extract exchange barclays rate setter trader bellend","0","0"
"218265417297313792","uk chancellor george osborne make statement barclays house commons afternoon details soon","5","60"
"218266990740115457","chancellor george osborne make commons statement fsa investigation barclays around midday","2","42"
"218267691205672960","read barclays actions may affected rates tens millions mortgage customers 290m fine seems paltry let","1","27"
"218267876602290176","barclays accused dishonesty","0","0"
"218268163408797696","barclays nat west philosophy give us money steal","0","2"
"218269344633851904","bbc news systematic dishonesty barclays says former boss confirmation suspected dishonest banks","0","1"
"218269571117883392","bbc news systematic dishonesty barclays says former boss","0","0"
"218270320036028416","don tell anybody emails reveal suspicious behaviour barclays staff called fraud","0","8"
"218270955234017280","systematic dishonesty barclays says former boss systematic dishonesty lying cheating robbing","0","0"
"218271953474158593","barclays banker greed via","0","2"
"218272079181643776","ed mili ratchets pressure calling criminal prosecutions barclays interest rate fixing scandal quite right","0","29"
