"entity_id"	"tweet_id"	"topic_priority"
"RL2013D01E001"	"208615000531673089"	"UNIMPORTANT"
"RL2013D01E001"	"208619945599311872"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"208623603653156865"	"UNIMPORTANT"
"RL2013D01E001"	"208629177270800384"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"208629252764073984"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"208642334815043586"	"UNIMPORTANT"
"RL2013D01E001"	"208650832466550785"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"208651583259541504"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"208657077512581120"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"208661821534638080"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"208674710647603200"	"UNIMPORTANT"
"RL2013D01E001"	"208674903573012480"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"208676669387575298"	"UNIMPORTANT"
"RL2013D01E001"	"208680612012376064"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"208681773863936000"	"UNIMPORTANT"
"RL2013D01E001"	"208693228478795777"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"208693329146281985"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"208703619816632320"	"UNIMPORTANT"
"RL2013D01E001"	"208708286327959552"	"UNIMPORTANT"
"RL2013D01E001"	"208710169281036288"	"UNIMPORTANT"
"RL2013D01E001"	"208715219579572224"	"UNIMPORTANT"
"RL2013D01E001"	"208731115643604992"	"UNIMPORTANT"
"RL2013D01E001"	"208736517907161088"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"208738476659712001"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"208739852391432192"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"208742075338989568"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"208742427689881600"	"UNIMPORTANT"
"RL2013D01E001"	"208743375594209280"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"208745577608003585"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"208750363891867649"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"208780736512278528"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"208782495846629376"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"208782726558527488"	"UNIMPORTANT"
"RL2013D01E001"	"208785796793241601"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"208804763410763776"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"208810220208660480"	"UNIMPORTANT"
"RL2013D01E001"	"208810522181771264"	"UNIMPORTANT"
"RL2013D01E001"	"208838009183928320"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"208839756510007296"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"208842562482610179"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"208844584137134080"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"208845116813737984"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"208853020665061376"	"UNIMPORTANT"
"RL2013D01E001"	"208853887103406080"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"208855053119926272"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"208856298849181697"	"UNIMPORTANT"
"RL2013D01E001"	"208857427121143810"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"208860182762094592"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"208862363808575488"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"208866725867945985"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"208873630506024960"	"UNIMPORTANT"
"RL2013D01E001"	"208875131244781568"	"UNIMPORTANT"
"RL2013D01E001"	"208876444078714880"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"208890490802806785"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"208908245119676416"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"208909595853332480"	"UNIMPORTANT"
"RL2013D01E001"	"208910577307881473"	"UNIMPORTANT"
"RL2013D01E001"	"208912989062053888"	"UNIMPORTANT"
"RL2013D01E001"	"208913475597123584"	"UNIMPORTANT"
"RL2013D01E001"	"208918368529563649"	"UNIMPORTANT"
"RL2013D01E001"	"208920333258997762"	"UNIMPORTANT"
"RL2013D01E001"	"208921940105248768"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"208923571274256385"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"208925228007571456"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"208933343994191872"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"208938398151487488"	"UNIMPORTANT"
"RL2013D01E001"	"208943787827924993"	"UNIMPORTANT"
"RL2013D01E001"	"208958061044441089"	"UNIMPORTANT"
"RL2013D01E001"	"208962381156597762"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"208982341882888192"	"UNIMPORTANT"
"RL2013D01E001"	"208983365255307264"	"UNIMPORTANT"
"RL2013D01E001"	"208984246075924480"	"UNIMPORTANT"
"RL2013D01E001"	"208986271941529600"	"UNIMPORTANT"
"RL2013D01E001"	"208992076799557632"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"208994740237123585"	"UNIMPORTANT"
"RL2013D01E001"	"209004865261801473"	"UNIMPORTANT"
"RL2013D01E001"	"209006400372879360"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209020644250222592"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209025249587642368"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209026285605883904"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209028823151419392"	"UNIMPORTANT"
"RL2013D01E001"	"209030203077443584"	"UNIMPORTANT"
"RL2013D01E001"	"209051988267245569"	"UNIMPORTANT"
"RL2013D01E001"	"209052709712703489"	"UNIMPORTANT"
"RL2013D01E001"	"209055310172786688"	"UNIMPORTANT"
"RL2013D01E001"	"209065246478962688"	"UNIMPORTANT"
"RL2013D01E001"	"209065686868299776"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209085337199316992"	"UNIMPORTANT"
"RL2013D01E001"	"209085479780487168"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209091343446843392"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209121097822650368"	"UNIMPORTANT"
"RL2013D01E001"	"209158750613929984"	"UNIMPORTANT"
"RL2013D01E001"	"209160956314525696"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209162500460122112"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209168539595190272"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209197157339766784"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209211921277263873"	"UNIMPORTANT"
"RL2013D01E001"	"209228442644918272"	"UNIMPORTANT"
"RL2013D01E001"	"209237363933724672"	"UNIMPORTANT"
"RL2013D01E001"	"209251117056536576"	"UNIMPORTANT"
"RL2013D01E001"	"209270750597746688"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209276580663541760"	"UNIMPORTANT"
"RL2013D01E001"	"209301712958263296"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209305970155855874"	"UNIMPORTANT"
"RL2013D01E001"	"209319316431192065"	"UNIMPORTANT"
"RL2013D01E001"	"209326845202673665"	"UNIMPORTANT"
"RL2013D01E001"	"209337104470257664"	"UNIMPORTANT"
"RL2013D01E001"	"209341852447547393"	"UNIMPORTANT"
"RL2013D01E001"	"209349414760873987"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209350076760461314"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209359237132976129"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209360982655512577"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209373896934305792"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209382260342919171"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209388811879325696"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209389164205051905"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209402581754195968"	"UNIMPORTANT"
"RL2013D01E001"	"209404641153261569"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209405471650627584"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209407514272473088"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209418394305437697"	"UNIMPORTANT"
"RL2013D01E001"	"209432126439960577"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209435267961065473"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209438866694864896"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209438879273594882"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209444403150983168"	"UNIMPORTANT"
"RL2013D01E001"	"209449050444021761"	"UNIMPORTANT"
"RL2013D01E001"	"209452879877115904"	"UNIMPORTANT"
"RL2013D01E001"	"209454515643092992"	"UNIMPORTANT"
"RL2013D01E001"	"209454767305535488"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209479912141230084"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209486971175845888"	"UNIMPORTANT"
"RL2013D01E001"	"209493375861268482"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209494621577953281"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209495384949661696"	"UNIMPORTANT"
"RL2013D01E001"	"209539416740474880"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209548547757060096"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209552758813114368"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209559306062938112"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209561239695790080"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209573436744400896"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209576343388696576"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209577270317293569"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209594609591009281"	"UNIMPORTANT"
"RL2013D01E001"	"209613156786511872"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209622015169150979"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209623827095883776"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209631594951094275"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209640470094163970"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209640621445615616"	"UNIMPORTANT"
"RL2013D01E001"	"209644098183897088"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209647285854937088"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209660376281907201"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209666239910526977"	"UNIMPORTANT"
"RL2013D01E001"	"209667322028376065"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209678734742142976"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209683759505752065"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209694161400639488"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209694966690234369"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209698603168571392"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209703766365188096"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209711056027795456"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209713752986230785"	"UNIMPORTANT"
"RL2013D01E001"	"209716198261276675"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209724842713415681"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209725333476343808"	"UNIMPORTANT"
"RL2013D01E001"	"209727036338601984"	"UNIMPORTANT"
"RL2013D01E001"	"209728099510784001"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209728504361779200"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209736377049427969"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209736607744528384"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209737874415943681"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209738344182198273"	"UNIMPORTANT"
"RL2013D01E001"	"209739019473530880"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209739069805182977"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209739870896259073"	"UNIMPORTANT"
"RL2013D01E001"	"209745617126309888"	"UNIMPORTANT"
"RL2013D01E001"	"209751828873756673"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209757130490781696"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209764210454966273"	"UNIMPORTANT"
"RL2013D01E001"	"209764923490832384"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209768216225005568"	"UNIMPORTANT"
"RL2013D01E001"	"209777419119374337"	"UNIMPORTANT"
"RL2013D01E001"	"209785595101319168"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209791737672110082"	"UNIMPORTANT"
"RL2013D01E001"	"209792119362170881"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209801845961531393"	"UNIMPORTANT"
"RL2013D01E001"	"209805985722810368"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209807902507147266"	"UNIMPORTANT"
"RL2013D01E001"	"209810058396188672"	"UNIMPORTANT"
"RL2013D01E001"	"209813023785889792"	"UNIMPORTANT"
"RL2013D01E001"	"209824579085008898"	"UNIMPORTANT"
"RL2013D01E001"	"209825306608017409"	"UNIMPORTANT"
"RL2013D01E001"	"209827938714140672"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209831034097897473"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209835102593757184"	"UNIMPORTANT"
"RL2013D01E001"	"209838340600627200"	"UNIMPORTANT"
"RL2013D01E001"	"209840781685563392"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209855288445116416"	"UNIMPORTANT"
"RL2013D01E001"	"209855931520004099"	"UNIMPORTANT"
"RL2013D01E001"	"209861182780227584"	"UNIMPORTANT"
"RL2013D01E001"	"209867193192677376"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209872838730067968"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209873010717503488"	"UNIMPORTANT"
"RL2013D01E001"	"209887850148265985"	"UNIMPORTANT"
"RL2013D01E001"	"209890807157764097"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209896968569368576"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209902626677067776"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209904405070364672"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209914957960196096"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209918883824537600"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209924197995126784"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209934100734291968"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209940635485081600"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209949024084688897"	"UNIMPORTANT"
"RL2013D01E001"	"209952572457484288"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209955114201530368"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209957114884538368"	"UNIMPORTANT"
"RL2013D01E001"	"209962903032434688"	"UNIMPORTANT"
"RL2013D01E001"	"209966036190113792"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209970620535029760"	"UNIMPORTANT"
"RL2013D01E001"	"209982908935577600"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209984340124372994"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"209997166314389505"	"UNIMPORTANT"
"RL2013D01E001"	"210000057079042049"	"UNIMPORTANT"
"RL2013D01E001"	"210005655560536064"	"UNIMPORTANT"
"RL2013D01E001"	"210021718247489536"	"UNIMPORTANT"
"RL2013D01E001"	"210028442014597121"	"UNIMPORTANT"
"RL2013D01E001"	"210034243932405760"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210037276439355393"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210039046439833601"	"UNIMPORTANT"
"RL2013D01E001"	"210040036270424064"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210049599283544065"	"UNIMPORTANT"
"RL2013D01E001"	"210053084762742785"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210053256733392896"	"UNIMPORTANT"
"RL2013D01E001"	"210058537353756673"	"UNIMPORTANT"
"RL2013D01E001"	"210059065831854080"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210064694575235072"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210067436354011136"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210071666414465024"	"UNIMPORTANT"
"RL2013D01E001"	"210072928006574080"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210081064977301504"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210093249396867074"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210098441970397185"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210098530046578689"	"UNIMPORTANT"
"RL2013D01E001"	"210100744618119169"	"UNIMPORTANT"
"RL2013D01E001"	"210105865896861696"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210113499513364481"	"UNIMPORTANT"
"RL2013D01E001"	"210114403444596736"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210115003045519360"	"UNIMPORTANT"
"RL2013D01E001"	"210120306206048258"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210120839553744896"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210123096064135168"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210127424619429888"	"UNIMPORTANT"
"RL2013D01E001"	"210130087989874688"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210136979210371073"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210138791170674688"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210141148365328384"	"UNIMPORTANT"
"RL2013D01E001"	"210147823654682624"	"UNIMPORTANT"
"RL2013D01E001"	"210151227277852672"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210156235281010688"	"UNIMPORTANT"
"RL2013D01E001"	"210156696650268674"	"UNIMPORTANT"
"RL2013D01E001"	"210163168465522689"	"UNIMPORTANT"
"RL2013D01E001"	"210172773425881089"	"UNIMPORTANT"
"RL2013D01E001"	"210174551823360000"	"UNIMPORTANT"
"RL2013D01E001"	"210180369285259265"	"UNIMPORTANT"
"RL2013D01E001"	"210182427660918784"	"UNIMPORTANT"
"RL2013D01E001"	"210190532092231683"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210212749349883905"	"UNIMPORTANT"
"RL2013D01E001"	"210216578741047298"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210267002667929602"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210269489894408193"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210277836546768897"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210279182893195264"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210308463354585088"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210322405221085184"	"UNIMPORTANT"
"RL2013D01E001"	"210346497307455488"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210352805511299073"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210353002668761088"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210353514357071872"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210368169280421889"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210373655404871683"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210379271603093504"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210382999454367744"	"UNIMPORTANT"
"RL2013D01E001"	"210384694708154368"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210388830832967680"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210396153664118786"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210397730718220288"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210401971146985474"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210404194144878592"	"UNIMPORTANT"
"RL2013D01E001"	"210404735197523970"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210406794630139904"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210407381794955264"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210418039559176193"	"UNIMPORTANT"
"RL2013D01E001"	"210418173751721984"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210419926463283200"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210420396758011904"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210423714423111680"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210425257943760896"	"UNIMPORTANT"
"RL2013D01E001"	"210429861456654337"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210430580528132096"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210432438583820290"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210432786694279170"	"UNIMPORTANT"
"RL2013D01E001"	"210436973473697793"	"UNIMPORTANT"
"RL2013D01E001"	"210451367461011460"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210453655663554560"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210454395761074176"	"UNIMPORTANT"
"RL2013D01E001"	"210455528235732993"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210459026297847809"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210461140214489089"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210477317640814593"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210500335972790273"	"UNIMPORTANT"
"RL2013D01E001"	"210501602660978688"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210506858132287488"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210509873824276480"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210516282733367296"	"UNIMPORTANT"
"RL2013D01E001"	"210521504625070081"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210523958309691394"	"UNIMPORTANT"
"RL2013D01E001"	"210531566785544192"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210536008553476097"	"UNIMPORTANT"
"RL2013D01E001"	"210543562461421569"	"UNIMPORTANT"
"RL2013D01E001"	"210564243874000898"	"UNIMPORTANT"
"RL2013D01E001"	"210572826120421376"	"UNIMPORTANT"
"RL2013D01E001"	"210572859674865664"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210586344383188992"	"UNIMPORTANT"
"RL2013D01E001"	"210593197888507904"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210593487287107586"	"UNIMPORTANT"
"RL2013D01E001"	"210606586094305280"	"UNIMPORTANT"
"RL2013D01E001"	"210621052236210177"	"UNIMPORTANT"
"RL2013D01E001"	"210643424674713601"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210646184493203457"	"UNIMPORTANT"
"RL2013D01E001"	"210651838423371778"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210652463366275073"	"UNIMPORTANT"
"RL2013D01E001"	"210660327698857984"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210674353472421888"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210694406423068673"	"UNIMPORTANT"
"RL2013D01E001"	"210711213020151808"	"UNIMPORTANT"
"RL2013D01E001"	"210716111954644994"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210717642850435072"	"UNIMPORTANT"
"RL2013D01E001"	"210724757723824128"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210725603668795392"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210726106985283586"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210733572003332099"	"UNIMPORTANT"
"RL2013D01E001"	"210734508394291203"	"UNIMPORTANT"
"RL2013D01E001"	"210741722374877184"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210744670945411072"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210748970115399681"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210748974334869505"	"MILDLY_IMPORTANT"
"RL2013D01E001"	"210750512251936769"	"UNIMPORTANT"
"RL2013D01E001"	"210752048759701505"	"UNIMPORTANT"
"RL2013D01E001"	"210752614986547200"	"MILDLY_IMPORTANT"
